At time 0, Job1 arrives.
At time 5289, Job423 arrives.
At time 10221, Job79 finishes at disk1.
At time 5301, Job424 arrives.
At time 10246, Job79 finishes at disk1.
At time 5310, Job425 arrives.
At time 10272, Job79 finishes at disk1.
At time 5316, Job426 arrives.
At time 10297, Job79 finishes at disk1.
At time 5334, Job427 arrives.
At time 10333, Job79 finishes at disk1.
At time 5345, Job428 arrives.
At time 8590, Job79 exits from CPU.
At time 5359, Job429 arrives.
At time 10381, Job80 finishes at disk1.
At time 5366, Job430 arrives.
At time 8626, Job80 exits from CPU.
At time 5373, Job431 arrives.
At time 10420, Job81 finishes at disk1.
At time 5381, Job432 arrives.
At time 9499, Job81 finishes at network.
At time 5386, Job433 arrives.
At time 9519, Job81 finishes at network.
At time 5399, Job434 arrives.
At time 10480, Job81 finishes at disk1.
At time 5406, Job435 arrives.
At time 9561, Job81 finishes at network.
At time 5420, Job436 arrives.
At time 10526, Job81 finishes at disk1.
At time 5428, Job437 arrives.
At time 8745, Job81 exits from CPU.
At time 5436, Job438 arrives.
At time 10560, Job82 finishes at disk1.
At time 5442, Job439 arrives.
At time 10579, Job82 finishes at disk1.
At time 5459, Job440 arrives.
At time 10612, Job82 finishes at disk1.
At time 5470, Job441 arrives.
At time 8815, Job82 exits from CPU.
At time 5482, Job442 arrives.
At time 9694, Job83 finishes at network.
At time 5487, Job443 arrives.
At time 8842, Job83 exits from CPU.
At time 5502, Job444 arrives.
At time 9729, Job84 finishes at network.
At time 5513, Job445 arrives.
At time 10704, Job84 finishes at disk1.
At time 5528, Job446 arrives.
At time 10732, Job84 finishes at disk1.
At time 5545, Job447 arrives.
At time 9794, Job84 finishes at network.
At time 5564, Job448 arrives.
At time 8951, Job84 exits from CPU.
At time 5577, Job449 arrives.
At time 9848, Job85 finishes at network.
At time 5594, Job450 arrives.
At time 10832, Job85 finishes at disk1.
At time 5602, Job451 arrives.
At time 10854, Job85 finishes at disk1.
At time 5607, Job452 arrives.
At time 10877, Job85 finishes at disk1.
At time 5617, Job453 arrives.
At time 9928, Job85 finishes at network.
At time 5635, Job454 arrives.
At time 9958, Job85 finishes at network.
At time 5651, Job455 arrives.
At time 9991, Job85 finishes at network.
At time 5659, Job456 arrives.
At time 10964, Job85 finishes at disk1.
At time 5670, Job457 arrives.
At time 9124, Job85 exits from CPU.
At time 5680, Job458 arrives.
At time 11007, Job86 finishes at disk1.
At time 5694, Job459 arrives.
At time 10071, Job86 finishes at network.
At time 5714, Job460 arrives.
At time 11064, Job86 finishes at disk1.
At time 5725, Job461 arrives.
At time 11088, Job86 finishes at disk1.
At time 5733, Job462 arrives.
At time 9224, Job86 exits from CPU.
At time 5750, Job463 arrives.
At time 10168, Job87 finishes at network.
At time 5768, Job464 arrives.
At time 11163, Job87 finishes at disk1.
At time 5788, Job465 arrives.
At time 11198, Job87 finishes at disk1.
At time 5799, Job466 arrives.
At time 11224, Job87 finishes at disk1.
At time 5819, Job467 arrives.
At time 11259, Job87 finishes at disk1.
At time 5825, Job468 arrives.
At time 11279, Job87 finishes at disk1.
At time 5842, Job469 arrives.
At time 10314, Job87 finishes at network.
At time 5851, Job470 arrives.
At time 11325, Job87 finishes at disk1.
At time 5859, Job471 arrives.
At time 9417, Job87 exits from CPU.
At time 5876, Job472 arrives.
At time 10377, Job88 finishes at network.
At time 5886, Job473 arrives.
At time 11392, Job88 finishes at disk1.
At time 5898, Job474 arrives.
At time 9476, Job88 exits from CPU.
At time 5903, Job475 arrives.
At time 11428, Job89 finishes at disk1.
At time 5915, Job476 arrives.
At time 11456, Job89 finishes at disk1.
At time 5931, Job477 arrives.
At time 10467, Job89 finishes at network.
At time 5937, Job478 arrives.
At time 11497, Job89 finishes at disk1.
At time 5943, Job479 arrives.
At time 11519, Job89 finishes at disk1.
At time 5956, Job480 arrives.
At time 11548, Job89 finishes at disk1.
At time 5972, Job481 arrives.
At time 10550, Job89 finishes at network.
At time 5986, Job482 arrives.
At time 11604, Job89 finishes at disk1.
At time 5999, Job483 arrives.
At time 9643, Job89 exits from CPU.
At time 6009, Job484 arrives.
At time 9661, Job90 exits from CPU.
At time 6014, Job485 arrives.
At time 11664, Job91 finishes at disk1.
At time 6031, Job486 arrives.
At time 10654, Job91 finishes at network.
At time 6040, Job487 arrives.
At time 11711, Job91 finishes at disk1.
At time 6057, Job488 arrives.
At time 10706, Job91 finishes at network.
At time 6068, Job489 arrives.
At time 10728, Job91 finishes at network.
At time 6077, Job490 arrives.
At time 10757, Job91 finishes at network.
At time 6091, Job491 arrives.
At time 9800, Job91 exits from CPU.
At time 6098, Job492 arrives.
At time 10797, Job92 finishes at network.
At time 6118, Job493 arrives.
At time 11843, Job92 finishes at disk1.
At time 6128, Job494 arrives.
At time 9855, Job92 exits from CPU.
At time 6137, Job495 arrives.
At time 9874, Job93 exits from CPU.
At time 6149, Job496 arrives.
At time 11905, Job94 finishes at disk1.
At time 6162, Job497 arrives.
At time 11935, Job94 finishes at disk1.
At time 6173, Job498 arrives.
At time 9936, Job94 exits from CPU.
At time 6178, Job499 arrives.
At time 10944, Job95 finishes at network.
At time 6190, Job500 arrives.
At time 11994, Job95 finishes at disk1.
At time 6208, Job501 arrives.
At time 10993, Job95 finishes at network.
At time 6219, Job502 arrives.
At time 10011, Job95 exits from CPU.
At time 6239, Job503 arrives.
At time 12075, Job96 finishes at disk1.
At time 6259, Job504 arrives.
At time 10070, Job96 exits from CPU.
At time 6275, Job505 arrives.
At time 12135, Job97 finishes at disk1.
At time 6287, Job506 arrives.
At time 12162, Job97 finishes at disk1.
At time 6297, Job507 arrives.
At time 11135, Job97 finishes at network.
At time 6311, Job508 arrives.
At time 11165, Job97 finishes at network.
At time 6330, Job509 arrives.
At time 12240, Job97 finishes at disk1.
At time 6338, Job510 arrives.
At time 12264, Job97 finishes at disk1.
At time 6355, Job511 arrives.
At time 12291, Job97 finishes at disk1.
At time 6375, Job512 arrives.
At time 11266, Job97 finishes at network.
At time 6380, Job513 arrives.
At time 10259, Job97 exits from CPU.
At time 6395, Job514 arrives.
At time 12367, Job98 finishes at disk1.
At time 6410, Job515 arrives.
At time 12395, Job98 finishes at disk1.
At time 6415, Job516 arrives.
At time 12414, Job98 finishes at disk1.
At time 6421, Job517 arrives.
At time 10336, Job98 exits from CPU.
At time 6434, Job518 arrives.
At time 11386, Job99 finishes at network.
At time 6439, Job519 arrives.
At time 12473, Job99 finishes at disk1.
At time 6449, Job520 arrives.
At time 11422, Job99 finishes at network.
At time 6456, Job521 arrives.
At time 11445, Job99 finishes at network.
At time 6466, Job522 arrives.
At time 11475, Job99 finishes at network.
At time 6473, Job523 arrives.
At time 12547, Job99 finishes at disk1.
At time 6478, Job524 arrives.
At time 11511, Job99 finishes at network.
At time 6495, Job525 arrives.
At time 10474, Job99 exits from CPU.
At time 6504, Job526 arrives.
At time 12610, Job100 finishes at disk1.
At time 6518, Job527 arrives.
At time 11577, Job100 finishes at network.
At time 6536, Job528 arrives.
At time 11613, Job100 finishes at network.
At time 6551, Job529 arrives.
At time 12684, Job100 finishes at disk1.
At time 6563, Job530 arrives.
At time 10580, Job100 exits from CPU.
At time 6570, Job531 arrives.
At time 12725, Job101 finishes at disk1.
At time 6585, Job532 arrives.
At time 11700, Job101 finishes at network.
At time 6603, Job533 arrives.
At time 11733, Job101 finishes at network.
At time 6614, Job534 arrives.
At time 12798, Job101 finishes at disk1.
At time 6622, Job535 arrives.
At time 10674, Job101 exits from CPU.
At time 6630, Job536 arrives.
At time 12832, Job102 finishes at disk1.
At time 6649, Job537 arrives.
At time 12867, Job102 finishes at disk1.
At time 6666, Job538 arrives.
At time 10741, Job102 exits from CPU.
At time 6684, Job539 arrives.
At time 11867, Job103 finishes at network.
At time 6697, Job540 arrives.
At time 12950, Job103 finishes at disk1.
At time 6717, Job541 arrives.
At time 12987, Job103 finishes at disk1.
At time 6725, Job542 arrives.
At time 13012, Job103 finishes at disk1.
At time 6736, Job543 arrives.
At time 13035, Job103 finishes at disk1.
At time 6744, Job544 arrives.
At time 10865, Job103 exits from CPU.
At time 6762, Job545 arrives.
At time 13081, Job104 finishes at disk1.
At time 6773, Job546 arrives.
At time 13105, Job104 finishes at disk1.
At time 6781, Job547 arrives.
At time 12027, Job104 finishes at network.
At time 6787, Job548 arrives.
At time 12044, Job104 finishes at network.
At time 6793, Job549 arrives.
At time 13153, Job104 finishes at disk1.
At time 6804, Job550 arrives.
At time 12083, Job104 finishes at network.
At time 6823, Job551 arrives.
At time 10986, Job104 exits from CPU.
At time 6834, Job552 arrives.
At time 11003, Job105 exits from CPU.
At time 6853, Job553 arrives.
At time 11029, Job106 exits from CPU.
At time 6859, Job554 arrives.
At time 11042, Job107 exits from CPU.
At time 6874, Job555 arrives.
At time 11062, Job108 exits from CPU.
At time 6882, Job556 arrives.
At time 11077, Job109 exits from CPU.
At time 6889, Job557 arrives.
At time 11090, Job110 exits from CPU.
At time 6897, Job558 arrives.
At time 12233, Job111 finishes at network.
At time 6914, Job559 arrives.
At time 13345, Job111 finishes at disk1.
At time 6919, Job560 arrives.
At time 13367, Job111 finishes at disk1.
At time 6924, Job561 arrives.
At time 12291, Job111 finishes at network.
At time 6932, Job562 arrives.
At time 13398, Job111 finishes at disk1.
At time 6943, Job563 arrives.
At time 13425, Job111 finishes at disk1.
At time 6960, Job564 arrives.
At time 13461, Job111 finishes at disk1.
At time 6966, Job565 arrives.
At time 11231, Job111 exits from CPU.
At time 6985, Job566 arrives.
At time 13511, Job112 finishes at disk1.
At time 6996, Job567 arrives.
At time 12425, Job112 finishes at network.
At time 7008, Job568 arrives.
At time 13561, Job112 finishes at disk1.
At time 7018, Job569 arrives.
At time 12468, Job112 finishes at network.
At time 7024, Job570 arrives.
At time 11330, Job112 exits from CPU.
At time 7042, Job571 arrives.
At time 13622, Job113 finishes at disk1.
At time 7052, Job572 arrives.
At time 11373, Job113 exits from CPU.
At time 7064, Job573 arrives.
At time 11392, Job114 exits from CPU.
At time 7075, Job574 arrives.
At time 13677, Job115 finishes at disk1.
At time 7083, Job575 arrives.
At time 11426, Job115 exits from CPU.
At time 7103, Job576 arrives.
At time 13728, Job116 finishes at disk1.
At time 7111, Job577 arrives.
At time 13755, Job116 finishes at disk1.
At time 7129, Job578 arrives.
At time 11495, Job116 exits from CPU.
At time 7144, Job579 arrives.
At time 13807, Job117 finishes at disk1.
At time 7155, Job580 arrives.
At time 13829, Job117 finishes at disk1.
At time 7174, Job581 arrives.
At time 13864, Job117 finishes at disk1.
At time 7184, Job582 arrives.
At time 13887, Job117 finishes at disk1.
At time 7196, Job583 arrives.
At time 13917, Job117 finishes at disk1.
At time 7204, Job584 arrives.
At time 13938, Job117 finishes at disk1.
At time 7217, Job585 arrives.
At time 11630, Job117 exits from CPU.
At time 7222, Job586 arrives.
At time 11641, Job118 exits from CPU.
At time 7242, Job587 arrives.
At time 13998, Job119 finishes at disk1.
At time 7254, Job588 arrives.
At time 11685, Job119 exits from CPU.
At time 7261, Job589 arrives.
At time 11699, Job120 exits from CPU.
At time 7268, Job590 arrives.
At time 14054, Job121 finishes at disk1.
At time 7274, Job591 arrives.
At time 11727, Job121 exits from CPU.
At time 7291, Job592 arrives.
At time 12907, Job122 finishes at network.
At time 7296, Job593 arrives.
At time 14112, Job122 finishes at disk1.
At time 7302, Job594 arrives.
At time 14130, Job122 finishes at disk1.
At time 7313, Job595 arrives.
At time 12957, Job122 finishes at network.
At time 7332, Job596 arrives.
At time 14180, Job122 finishes at disk1.
At time 7342, Job597 arrives.
At time 14206, Job122 finishes at disk1.
At time 7360, Job598 arrives.
At time 14234, Job122 finishes at disk1.
At time 7370, Job599 arrives.
At time 11880, Job122 exits from CPU.
At time 7375, Job600 arrives.
At time 14270, Job123 finishes at disk1.
At time 7382, Job601 arrives.
At time 11904, Job123 exits from CPU.
At time 7390, Job602 arrives.
At time 14307, Job124 finishes at disk1.
At time 7402, Job603 arrives.
At time 14332, Job124 finishes at disk1.
At time 7407, Job604 arrives.
At time 11951, Job124 exits from CPU.
At time 7421, Job605 arrives.
At time 13139, Job125 finishes at network.
At time 7431, Job606 arrives.
At time 14392, Job125 finishes at disk1.
At time 7448, Job607 arrives.
At time 13192, Job125 finishes at network.
At time 7468, Job608 arrives.
At time 13231, Job125 finishes at network.
At time 7474, Job609 arrives.
At time 14473, Job125 finishes at disk1.
At time 7486, Job610 arrives.
At time 14500, Job125 finishes at disk1.
At time 7502, Job611 arrives.
At time 14530, Job125 finishes at disk1.
At time 7515, Job612 arrives.
At time 14559, Job125 finishes at disk1.
At time 7531, Job613 arrives.
At time 14592, Job125 finishes at disk1.
At time 7551, Job614 arrives.
At time 13362, Job125 finishes at network.
At time 7564, Job615 arrives.
At time 13393, Job125 finishes at network.
At time 7581, Job616 arrives.
At time 14674, Job125 finishes at disk1.
At time 7601, Job617 arrives.
At time 13452, Job125 finishes at network.
At time 7618, Job618 arrives.
At time 14738, Job125 finishes at disk1.
At time 7636, Job619 arrives.
At time 13507, Job125 finishes at network.
At time 7654, Job620 arrives.
At time 14789, Job125 finishes at disk1.
At time 7664, Job621 arrives.
At time 14817, Job125 finishes at disk1.
At time 7671, Job622 arrives.
At time 13572, Job125 finishes at network.
At time 7682, Job623 arrives.
At time 14854, Job125 finishes at disk1.
At time 7694, Job624 arrives.
At time 14883, Job125 finishes at disk1.
At time 7703, Job625 arrives.
At time 12404, Job125 exits from CPU.
At time 7721, Job626 arrives.
At time 12430, Job126 exits from CPU.
At time 7735, Job627 arrives.
At time 14947, Job127 finishes at disk1.
At time 7740, Job628 arrives.
At time 14964, Job127 finishes at disk1.
At time 7745, Job629 arrives.
At time 12472, Job127 exits from CPU.
At time 7759, Job630 arrives.
At time 15001, Job128 finishes at disk1.
At time 7766, Job631 arrives.
At time 12506, Job128 exits from CPU.
At time 7773, Job632 arrives.
At time 15038, Job129 finishes at disk1.
At time 7790, Job633 arrives.
At time 15069, Job129 finishes at disk1.
At time 7801, Job634 arrives.
At time 13792, Job129 finishes at network.
At time 7818, Job635 arrives.
At time 15120, Job129 finishes at disk1.
At time 7836, Job636 arrives.
At time 15152, Job129 finishes at disk1.
At time 7846, Job637 arrives.
At time 13865, Job129 finishes at network.
At time 7862, Job638 arrives.
At time 12656, Job129 exits from CPU.
At time 7874, Job639 arrives.
At time 15216, Job130 finishes at disk1.
At time 7890, Job640 arrives.
At time 15249, Job130 finishes at disk1.
At time 7906, Job641 arrives.
At time 12724, Job130 exits from CPU.
At time 7918, Job642 arrives.
At time 13987, Job131 finishes at network.
At time 7924, Job643 arrives.
At time 12761, Job131 exits from CPU.
At time 7933, Job644 arrives.
At time 15335, Job132 finishes at disk1.
At time 7945, Job645 arrives.
At time 15362, Job132 finishes at disk1.
At time 7958, Job646 arrives.
At time 14071, Job132 finishes at network.
At time 7963, Job647 arrives.
At time 15399, Job132 finishes at disk1.
At time 7980, Job648 arrives.
At time 14111, Job132 finishes at network.
At time 7988, Job649 arrives.
At time 15445, Job132 finishes at disk1.
At time 8006, Job650 arrives.
At time 12892, Job132 exits from CPU.
At time 8013, Job651 arrives.
At time 15488, Job133 finishes at disk1.
At time 8026, Job652 arrives.
At time 12927, Job133 exits from CPU.
At time 8035, Job653 arrives.
At time 14209, Job134 finishes at network.
